"Group.1","x"
2011-01-01,81.6060606060606
2011-01-02,66.8285714285714
2011-01-03,47.8928571428571
2011-01-04,57.5714285714286
2011-01-05,46.2142857142857
2011-01-06,55.8571428571429
2011-01-07,51.5862068965517
2011-01-08,67.0512820512821
2011-01-09,48.3571428571429
2011-01-10,55.2413793103448
2011-01-11,78.6875
2011-01-12,67.84375
2011-01-13,52.75
2011-01-14,63.78125
2011-01-15,52.6428571428571
2011-01-16,49.3571428571429
2011-01-17,62.1
2011-01-18,89.2941176470588
2011-01-19,82.025641025641
2011-01-20,58.1071428571429
2011-01-21,51.6363636363636
2011-01-22,51.6785714285714
2011-01-23,50.7857142857143
2011-01-24,57.1071428571429
2011-01-25,57.037037037037
2011-01-26,91.8461538461538
2011-01-27,73.6333333333333
2011-01-28,85.8260869565217
2011-01-29,73.7857142857143
2011-01-30,78.2631578947368
2011-01-31,63.3666666666667
2011-02-01,88.7272727272727
2011-02-02,82.0243902439024
2011-02-03,55.8928571428571
2011-02-04,64.9655172413793
2011-02-05,92.4259259259259
2011-02-06,63.0714285714286
2011-02-07,78
2011-02-08,56.2
2011-02-09,55
2011-02-10,49.3103448275862
2011-02-11,57
2011-02-12,56.5
2011-02-13,47.3214285714286
2011-02-14,40.7586206896552
2011-02-15,35.75
2011-02-16,45.7142857142857
2011-02-17,48.5
2011-02-18,50.5357142857143
2011-02-19,22.9
2011-02-20,41.1034482758621
2011-02-21,76.8723404255319
2011-02-22,72.0789473684211
2011-02-23,54.5
2011-02-24,79.8235294117647
2011-02-25,78.6521739130435
2011-02-26,57.7142857142857
2011-02-27,64.8214285714286
2011-02-28,88.1272727272727
2011-03-01,55.5357142857143
2011-03-02,43.4285714285714
2011-03-03,35.1071428571429
2011-03-04,54.8928571428571
2011-03-05,77.4130434782609
2011-03-06,90.2142857142857
2011-03-07,57.0322580645161
2011-03-08,50.3214285714286
2011-03-09,77.5151515151515
2011-03-10,92.955223880597
2011-03-11,70
2011-03-12,59.2857142857143
2011-03-13,56
2011-03-14,58.25
2011-03-15,71.2702702702703
2011-03-16,73.972972972973
2011-03-17,53.7931034482759
2011-03-18,50
2011-03-19,38.7857142857143
2011-03-20,48.0714285714286
2011-03-21,68.925
2011-03-22,57.8275862068966
2011-03-23,78.3023255813954
2011-03-24,83.3265306122449
2011-03-25,51.0357142857143
2011-03-26,41.1785714285714
2011-03-27,59.1176470588235
2011-03-28,37.6428571428571
2011-03-29,38.1428571428571
2011-03-30,74.3953488372093
2011-03-31,91.2857142857143
2011-04-01,74.2222222222222
2011-04-02,70.8823529411765
2011-04-03,49.5333333333333
2011-04-04,41.3793103448276
2011-04-05,68.2439024390244
2011-04-06,47.8571428571429
2011-04-07,58.25
2011-04-08,84.6530612244898
2011-04-09,86.0857142857143
2011-04-10,82.9736842105263
2011-04-11,67.448275862069
2011-04-12,78.6590909090909
2011-04-13,82.8095238095238
2011-04-14,54.7857142857143
2011-04-15,64.8965517241379
2011-04-16,88.78125
2011-04-17,46.5714285714286
2011-04-18,54.2857142857143
2011-04-19,69.5294117647059
2011-04-20,63.9677419354839
2011-04-21,42.8571428571429
2011-04-22,77.9761904761905
2011-04-23,86.609756097561
2011-04-24,70.5161290322581
2011-04-25,73.5555555555556
2011-04-26,64.7575757575758
2011-04-27,83.28
2011-04-28,70.5384615384615
2011-04-29,55.9285714285714
2011-04-30,57.3928571428571
2011-05-01,78.1428571428571
2011-05-02,71.4333333333333
2011-05-03,69.0625
2011-05-04,75.15
2011-05-05,48.75
2011-05-06,63.4285714285714
2011-05-07,60.0714285714286
2011-05-08,62.9642857142857
2011-05-09,58.5357142857143
2011-05-10,52.75
2011-05-11,61.5
2011-05-12,76
2011-05-13,92
2011-05-14,93.8823529411765
2011-05-15,86.3529411764706
2011-05-16,76.6764705882353
2011-05-17,88.3888888888889
2011-05-18,84.4883720930233
2011-05-19,79.1190476190476
2011-05-20,74.2857142857143
2011-05-21,67.4642857142857
2011-05-22,71.4642857142857
2011-05-23,84.2444444444444
2011-05-24,74.9705882352941
2011-05-25,69.8275862068966
2011-05-26,66
2011-05-27,70.1470588235294
2011-05-28,76.2333333333333
2011-05-29,79.9714285714286
2011-05-30,73.4545454545455
2011-05-31,67.1481481481482
2011-06-01,68.8709677419355
2011-06-02,32.1785714285714
2011-06-03,45.25
2011-06-04,53.5862068965517
2011-06-05,67.9285714285714
2011-06-06,65.9032258064516
2011-06-07,67.1428571428571
2011-06-08,66.2142857142857
2011-06-09,62.4
2011-06-10,60.9285714285714
2011-06-11,68.0714285714286
2011-06-12,81.3809523809524
2011-06-13,54.75
2011-06-14,59.0357142857143
2011-06-15,54.5
2011-06-16,80.5833333333333
2011-06-17,76.5357142857143
2011-06-18,70.6785714285714
2011-06-19,75.6428571428571
2011-06-20,79.9393939393939
2011-06-21,79.375
2011-06-22,72.8571428571429
2011-06-23,77.5714285714286
2011-06-24,63.6785714285714
2011-06-25,59.25
2011-06-26,64.5
2011-06-27,78.7575757575758
2011-06-28,67.5483870967742
2011-06-29,52
2011-06-30,50.8214285714286
2011-07-01,48.8275862068966
2011-07-02,50.6785714285714
2011-07-03,71.8157894736842
2011-07-04,66.8214285714286
2011-07-05,62.5714285714286
2011-07-06,77.6363636363636
2011-07-07,73.3076923076923
2011-07-08,82.156862745098
2011-07-09,64.6785714285714
2011-07-10,63.6071428571429
2011-07-11,70.1666666666667
2011-07-12,62.1071428571429
2011-07-13,76.4772727272727
2011-07-14,52.2142857142857
2011-07-15,62.9310344827586
2011-07-16,61.4642857142857
2011-07-17,65.8214285714286
2011-07-18,64.75
2011-07-19,66.0322580645161
2011-07-20,72.2058823529412
2011-07-21,65.9333333333333
2011-07-22,59.8928571428571
2011-07-23,57.0714285714286
2011-07-24,61.5714285714286
2011-07-25,81.75
2011-07-26,60.9
2011-07-27,45.962962962963
2011-07-28,62.1071428571429
2011-07-29,56.8928571428571
2011-07-30,48.6785714285714
2011-07-31,44.1071428571429
2011-08-01,65.5161290322581
2011-08-02,59.0714285714286
2011-08-03,74.7142857142857
2011-08-04,75.6756756756757
2011-08-05,69.1428571428571
2011-08-06,81.9272727272727
2011-08-07,80.8918918918919
2011-08-08,60.7142857142857
2011-08-09,61.5714285714286
2011-08-10,49.7857142857143
2011-08-11,48.0357142857143
2011-08-12,47.6428571428571
2011-08-13,80.4871794871795
2011-08-14,81.2391304347826
2011-08-15,71.5625
2011-08-16,62.5
2011-08-17,61.0714285714286
2011-08-18,68.3947368421053
2011-08-19,80.8837209302326
2011-08-20,69.0357142857143
2011-08-21,77.25
2011-08-22,49.4642857142857
2011-08-23,53.25
2011-08-24,62.5714285714286
2011-08-25,81.3214285714286
2011-08-26,81.9756097560976
2011-08-27,90.9
2011-08-28,69.741935483871
2011-08-29,60.9285714285714
2011-08-30,63.9642857142857
2011-08-31,66.6785714285714
2011-09-01,69.6428571428571
2011-09-02,70.9666666666667
2011-09-03,84.0294117647059
2011-09-04,78.9642857142857
2011-09-05,89.6607142857143
2011-09-06,93.6666666666667
2011-09-07,95.2241379310345
2011-09-08,95.0434782608696
2011-09-09,89.7017543859649
2011-09-10,79.1935483870968
2011-09-11,74
2011-09-12,75.3214285714286
2011-09-13,71.9285714285714
2011-09-14,72.5666666666667
2011-09-15,78.4722222222222
2011-09-16,68.1071428571429
2011-09-17,80.6785714285714
2011-09-18,75
2011-09-19,74.90625
2011-09-20,86.5121951219512
2011-09-21,88.8333333333333
2011-09-22,88.85
2011-09-23,95.7407407407407
2011-09-24,87.0487804878049
2011-09-25,89.7333333333333
2011-09-26,85.4901960784314
2011-09-27,88.2448979591837
2011-09-28,86.2040816326531
2011-09-29,84.4222222222222
2011-09-30,69.2142857142857
2011-10-01,82.3714285714286
2011-10-02,80.6666666666667
2011-10-03,87.5789473684211
2011-10-04,82.8235294117647
2011-10-05,67.0357142857143
2011-10-06,68
2011-10-07,78.2121212121212
2011-10-08,75.8333333333333
2011-10-09,74.6071428571429
2011-10-10,76.7857142857143
2011-10-11,81.3666666666667
2011-10-12,91.7307692307692
2011-10-13,94.6111111111111
2011-10-14,80.4418604651163
2011-10-15,49.2142857142857
2011-10-16,55.8571428571429
2011-10-17,62.5714285714286
2011-10-18,71.1785714285714
2011-10-19,91.8913043478261
2011-10-20,71.3939393939394
2011-10-21,67.6071428571429
2011-10-22,75.1785714285714
2011-10-23,78.4285714285714
2011-10-24,81.4516129032258
2011-10-25,62.0714285714286
2011-10-26,82.3214285714286
2011-10-27,83.4193548387097
2011-10-28,65.8064516129032
2011-10-29,93.1372549019608
2011-10-30,73.8214285714286
2011-10-31,72.9285714285714
2011-11-01,74.3448275862069
2011-11-02,74.2142857142857
2011-11-03,71.9285714285714
2011-11-04,62.5666666666667
2011-11-05,58.6071428571429
2011-11-06,75.8928571428571
2011-11-07,86.469387755102
2011-11-08,71.5862068965517
2011-11-09,77
2011-11-10,83.9428571428571
2011-11-11,53.25
2011-11-12,55.4285714285714
2011-11-13,50.6785714285714
2011-11-14,61.1071428571429
2011-11-15,75.25
2011-11-16,94.156862745098
2011-11-17,57.3214285714286
2011-11-18,44.25
2011-11-19,48.6785714285714
2011-11-20,72.6206896551724
2011-11-21,94.4705882352941
2011-11-22,96.4878048780488
2011-11-23,85.1739130434783
2011-11-24,61.6785714285714
2011-11-25,68.5714285714286
2011-11-26,64.6785714285714
2011-11-27,69.6785714285714
2011-11-28,70.9285714285714
2011-11-29,87.9268292682927
2011-11-30,67.0689655172414
2011-12-01,62.3571428571429
2011-12-02,64.3571428571429
2011-12-03,68.0714285714286
2011-12-04,75.9285714285714
2011-12-05,76.8214285714286
2011-12-06,93.9
2011-12-07,93.0161290322581
2011-12-08,63.5
2011-12-09,73.3333333333333
2011-12-10,52.9642857142857
2011-12-11,59.6428571428571
2011-12-12,77.5
2011-12-13,68.2142857142857
2011-12-14,66.1428571428571
2011-12-15,63.1428571428571
2011-12-16,52.5
2011-12-17,62.7142857142857
2011-12-18,67.6071428571429
2011-12-19,61.6785714285714
